# airline	from	to	codeshare	stops	equipment
# Date: 2012-10-14
DL	PDX	SJC	*	0	73G DH4 734
DL	PDX	SLC		0	757 319 738 320 73H
DL	PDX	SLC	*	0	CR9
DL	PDX	SMF	*	0	DH4
DL	PDX	SNA	*	0	73G
DL	PDX	STS	*	0	DH4
DL	PDX	YVR	*	0	DH4
DL	PEK	DTW		0	777
DL	PEK	NRT		0	767
DL	PEK	SEA		0	767
DL	PHC	ABV	*	0	332
DL	PHF	ATL		0	M88
DL	PHF	ATL	*	0	CRJ
DL	PHL	ATL		0	757 M88 M90
DL	PHL	ATL	*	0	CR7
DL	PHL	CVG	*	0	CR7 CRJ CR9
DL	PHL	DTW		0	73H M88
DL	PHL	DTW	*	0	CR9 CR7 CRJ E75
DL	PHL	JFK	*	0	ERJ CRJ
DL	PHL	LGA	*	0	ERJ CRJ
DL	PHL	MEM	*	0	CR7 CR9
DL	PHL	MSP		0	M90
DL	PHL	MSP	*	0	CR9 E75 CR7
DL	PHL	SLC		0	73H
DL	PHX	ATL		0	757 738 M90
DL	PHX	DTW		0	320 738 757
DL	PHX	HMO		0	ERJ
DL	PHX	JFK		0	738 73H
DL	PHX	LAX	*	0	CR7 CR9
DL	PHX	MEM	*	0	CR9
DL	PHX	MSP		0	M90 757 738 73H
DL	PHX	PDX	*	0	734 73G
DL	PHX	SLC		0	319 738 320 73H
DL	PHX	SLC	*	0	CR7
DL	PIA	ATL	*	0	CRJ
DL	PIA	DTW	*	0	CRJ
DL	PIA	MSP	*	0	CRJ
DL	PIH	SLC	*	0	CRJ EM2
DL	PIT	ATL		0	M90 D95 M88 752 320 319
DL	PIT	CDG		0	752
DL	PIT	CVG	*	0	CRJ CR7
DL	PIT	DTW		0	319 D95
DL	PIT	DTW	*	0	CR9 CRJ CR7
DL	PIT	JFK	*	0	CR9 CR7
DL	PIT	LGA		0	CR7
DL	PIT	LGA	*	0	CR7 E75
DL	PIT	MEM	*	0	CRJ
DL	PIT	MSP	*	0	CR7 E75 CR9
DL	PLN	DTW	*	0	CRJ
DL	PLS	ATL		0	M88
DL	PNS	ATL		0	M88 757 D95
DL	PPT	LAX	*	0	772
DL	PRG	JFK		0	767
DL	PSC	MSP	*	0	CR9
DL	PSC	SLC	*	0	CRJ CR9
DL	PSP	SFO	*	0	734 73H
DL	PSP	SLC	*	0	CRJ
DL	PTY	ATL		0	73W
DL	PUJ	ATL		0	M88
DL	PVD	ATL		0	M88
DL	PVD	DTW	*	0	CRJ CR7
DL	PVD	MSP	*	0	E75
DL	PVG	DTW		0	777
DL	PVG	JFK	*	0	346
DL	PVG	LAX	*	0	346
DL	PVG	NRT		0	333
DL	PVR	ATL		0	757
DL	PVR	MEX	*	0	EMJ
DL	PWM	ATL		0	319 320
DL	PWM	LGA		0	319 CR7
DL	PWM	LGA	*	0	E75 E70
DL	RAP	MSP		0	320
DL	RAP	MSP	*	0	CRJ
DL	RAP	SLC	*	0	CRJ
DL	RDM	PDX		0	DH4
DL	RDM	PDX	*	0	DH4
DL	RDM	SLC	*	0	CRJ
DL	RDU	ATL		0	73H 738 757 M88
DL	RDU	BDL	*	0	CRJ
DL	RDU	BOS	*	0	CR7
DL	RDU	BWI	*	0	CRJ
DL	RDU	CMH		0	ERJ
DL	RDU	CMH	*	0	CRJ
DL	RDU	CVG	*	0	CRJ ERJ
DL	RDU	DTW		0	320 CR7 M88
DL	RDU	DTW	*	0	CR9 CR7
DL	RDU	IND	*	0	CRJ E75
DL	RDU	JFK	*	0	CRJ ERJ CR9
DL	RDU	LAX		0	73H
DL	RDU	LGA		0	320 CR7
DL	RDU	LGA	*	0	CR7 E75
DL	RDU	MCO	*	0	CR9
DL	RDU	MEM	*	0	CRJ ERJ
DL	RDU	MSP	*	0	CR7 E75 CR9
DL	RIC	ATL		0	M90 757 M88
DL	RIC	ATL	*	0	CR7
DL	RIC	CVG	*	0	ERJ CRJ
DL	RIC	DTW		0	ERJ
DL	RIC	DTW	*	0	CRJ
DL	RIC	JFK		0	ERJ
DL	RIC	JFK	*	0	CRJ
DL	RIC	LGA		0	ERJ CR7
DL	RIC	LGA	*	0	CR7 CRJ E75
DL	RIC	MSP	*	0	E75
DL	RKS	GCC	*	0	EM2
DL	RKS	SLC	*	0	EM2
DL	RNO	SLC		0	738 320 73H 319
DL	ROA	ATL		0	319
DL	ROA	ATL	*	0	CRJ
DL	ROA	DTW	*	0	ERJ CRJ
DL	ROA	LGA		0	ERJ
DL	ROB	ACC		0	767
DL	ROC	ATL		0	M88
DL	ROC	DTW		0	ERJ
DL	ROC	DTW	*	0	CRJ
DL	ROC	JFK	*	0	CRJ ERJ
DL	ROC	LGA		0	E70
DL	ROC	LGA	*	0	E70 CR7 E75
DL	ROC	MSP	*	0	E70
DL	ROR	NRT		0	752
DL	RST	MSP	*	0	CRJ
DL	RSW	ATL		0	757
DL	RSW	CVG		0	319 320
DL	RSW	DTW		0	757
DL	RSW	LGA		0	319
DL	RSW	MSP		0	M90
DL	RTB	ATL		0	M88
DL	SAL	ATL		0	319
DL	SAN	ATL		0	757 73H
DL	SAN	DTW		0	757 738
DL	SAN	JFK		0	73H
DL	SAN	LAX	*	0	CR7 CR9
DL	SAN	MCO	*	0	73H
DL	SAN	MSP		0	738 M90 320
DL	SAN	OGG	*	0	73H
DL	SAN	PDX	*	0	739 73H 73G 734
DL	SAN	SLC		0	738 319 320 73H
DL	SAP	ATL		0	319
DL	SAT	ATL		0	M90 757 320
DL	SAT	DTW	*	0	CR9 CR7
DL	SAT	JFK		0	319
DL	SAT	MEM	*	0	CRJ
DL	SAT	MEX		0	EMJ
DL	SAT	MSP	*	0	E75 CR9
DL	SAT	MTY	*	0	ERJ
DL	SAT	SLC	*	0	CR7 CR9
DL	SAV	ATL		0	D95 M88 73W
DL	SAV	ATL	*	0	CR9
DL	SAV	DTW	*	0	E75
DL	SAV	LGA		0	CR7
DL	SAV	LGA	*	0	E75 CR7
DL	SBN	ATL		0	D95
DL	SBN	ATL	*	0	CRJ
DL	SBN	DTW		0	D95
DL	SBN	DTW	*	0	CRJ CR9
DL	SBN	MSP	*	0	CRJ
DL	SCE	DTW	*	0	CRJ
DL	SCL	ATL		0	767
DL	SDF	ATL		0	M88 D95
DL	SDF	ATL	*	0	E75 CR9
DL	SDF	DTW		0	ERJ
DL	SDF	DTW	*	0	E75 ERJ CRJ
DL	SDF	JFK		0	ERJ
DL	SDF	LGA		0	ERJ
DL	SDF	LGA	*	0	ERJ
DL	SDF	MEM		0	ERJ
DL	SDF	MEM	*	0	CRJ
DL	SDF	MSP	*	0	E75 CR9 CRJ CR7
DL	SDQ	ATL		0	319
DL	SDQ	JFK		0	73H
DL	SEA	AMS		0	333 767
DL	SEA	ANC	*	0	739
DL	SEA	ATL		0	757 767
DL	SEA	CDG		0	767
DL	SEA	CVG		0	320
DL	SEA	DTW		0	73H 320 738 757
DL	SEA	EWR	*	0	73H
DL	SEA	HNL		0	753
DL	SEA	IAH	*	0	739
DL	SEA	ICN	*	0	772
DL	SEA	JFK		0	73H 752
DL	SEA	KIX		0	767
DL	SEA	LAX	*	0	73G 73H 734 739
DL	SEA	MCI	*	0	73H 739
DL	SEA	MSP		0	738 753 757
DL	SEA	NRT		0	333
DL	SEA	PEK		0	767
DL	SEA	SFO	*	0	739 734 73H 73G
DL	SEA	SLC		0	757 319 738 320
DL	SEA	SMF	*	0	73H
DL	SEA	YVR	*	0	DH4
DL	SFO	AMS	*	0	747
DL	SFO	ATL		0	757 763
DL	SFO	CDG	*	0	744
DL	SFO	CVG		0	320
DL	SFO	DTW		0	738 73H 757 320
DL	SFO	HNL		0	752
DL	SFO	ICN	*	0	772
DL	SFO	JFK		0	752
DL	SFO	LAX		0	73H
DL	SFO	LAX	*	0	CR9 CR7
DL	SFO	MEX		0	737 738
DL	SFO	MSP		0	320 738 M90 73H
DL	SFO	NRT		0	767
DL	SFO	PDX	*	0	73H DH4 73G 734
DL	SFO	PSP	*	0	734 73H
DL	SFO	SEA	*	0	73H 734 739 73G
DL	SFO	SLC		0	738
DL	SFO	SLC	*	0	CR9 CR7
DL	SFO	TPE	*	0	744
DL	SGF	ATL	*	0	CRJ
DL	SGF	MEM	*	0	CRJ
DL	SGU	SLC	*	0	CRJ EM2
DL	SHV	ATL	*	0	CRJ
DL	SHV	MEM	*	0	CRJ
DL	SIN	NRT		0	77L
DL	SJC	ATL		0	73H 738
DL	SJC	KOA	*	0	73H
DL	SJC	LAX	*	0	DH4
DL	SJC	MSP		0	M90
DL	SJC	OGG	*	0	73H
DL	SJC	PDX	*	0	DH4 73G 734
DL	SJC	SLC		0	319
DL	SJC	SLC	*	0	CR7 CR9 CRJ
DL	SJD	ATL		0	757
DL	SJO	ATL		0	738 73W
DL	SJU	ATL		0	757
DL	SJU	JFK		0	73H
DL	SLC	ABQ	*	0	CR7 CR9
DL	SLC	ANC		0	757
DL	SLC	ATL		0	753 757 763 320
DL	SLC	AUS	*	0	CR7 CR9
DL	SLC	BIL	*	0	CR7 CRJ
DL	SLC	BNA	*	0	CR9
DL	SLC	BOI		0	738
DL	SLC	BOI	*	0	CR7 CR9 CRJ
DL	SLC	BOS		0	757
DL	SLC	BTM	*	0	CRJ
DL	SLC	BUR	*	0	CRJ CR7
DL	SLC	BWI		0	738
DL	SLC	BZN	*	0	CRJ CR7
DL	SLC	CDC	*	0	CRJ
DL	SLC	CDG		0	767
DL	SLC	CLT		0	738
DL	SLC	COD	*	0	CRJ
DL	SLC	COS	*	0	CRJ
DL	SLC	CPR	*	0	CRJ
DL	SLC	CVG		0	738 320
DL	SLC	DCA		0	757 73H 738
DL	SLC	DEN	*	0	CR7 CR9
DL	SLC	DFW		0	319
DL	SLC	DFW	*	0	CR9
DL	SLC	DTW		0	320 757 73H 738
DL	SLC	EKO	*	0	EM2
DL	SLC	EUG	*	0	CR7 CR9
DL	SLC	EWR		0	738
DL	SLC	FAR	*	0	CR9
DL	SLC	FAT	*	0	CRJ
DL	SLC	FCA	*	0	CRJ
DL	SLC	GCC	*	0	EM2
DL	SLC	GEG		0	738 319 73H
DL	SLC	GEG	*	0	CR7 CR9
DL	SLC	GJT	*	0	CRJ
DL	SLC	GTF	*	0	CRJ
DL	SLC	HLN	*	0	CRJ
DL	SLC	HNL		0	763
DL	SLC	IAH	*	0	CR9 CR7
DL	SLC	IDA	*	0	CRJ CR7
DL	SLC	IND		0	320 319
DL	SLC	JAC	*	0	CR7
DL	SLC	JFK		0	757 73H 320
DL	SLC	LAS		0	738 73H 320
DL	SLC	LAS	*	0	CR9
DL	SLC	LAX		0	738 757 320
DL	SLC	LAX	*	0	CR9
DL	SLC	LGB		0	320
DL	SLC	LGB	*	0	CR7 CR9
DL	SLC	LWS	*	0	CRJ
DL	SLC	MCI	*	0	CR9 CR7
DL	SLC	MCO		0	738 757
DL	SLC	MEM		0	319
DL	SLC	MEM	*	0	CR9
DL	SLC	MFR	*	0	CRJ CR7
DL	SLC	MSO	*	0	CRJ CR9 CR7
DL	SLC	MSP		0	738 320 757
DL	SLC	MSY		0	320
DL	SLC	OAK		0	320 319
DL	SLC	OAK	*	0	CR9
DL	SLC	OKC	*	0	CR7 CR9
DL	SLC	OMA	*	0	CR7 CR9
DL	SLC	ONT		0	320 319
DL	SLC	ONT	*	0	CR7 CRJ
DL	SLC	ORD	*	0	CR9
DL	SLC	PDX		0	319 738 320 757 73H
DL	SLC	PDX	*	0	CR9
DL	SLC	PHL		0	73H
DL	SLC	PHX		0	320 319
DL	SLC	PHX	*	0	CR7
DL	SLC	PIH	*	0	EM2 CRJ
DL	SLC	PSC	*	0	CR9 CRJ
DL	SLC	PSP	*	0	CRJ
DL	SLC	RAP	*	0	CRJ
DL	SLC	RDM	*	0	CRJ
DL	SLC	RKS	*	0	EM2
DL	SLC	RNO		0	320 73H 319 738
DL	SLC	SAN		0	319 320 738 73H
DL	SLC	SAT	*	0	CR9 CR7
DL	SLC	SEA		0	319 757 738 320
DL	SLC	SFO		0	738
DL	SLC	SFO	*	0	CR9 CR7
DL	SLC	SGU	*	0	CRJ EM2
DL	SLC	SJC		0	319
DL	SLC	SJC	*	0	CR7 CR9 CRJ
DL	SLC	SMF		0	320 738
DL	SLC	SMF	*	0	CR7 CRJ
DL	SLC	SNA		0	319
DL	SLC	SNA	*	0	CR9
DL	SLC	STL		0	319
DL	SLC	STL	*	0	CR7 CR9
DL	SLC	SUN	*	0	EM2
DL	SLC	TUL	*	0	CR7 CR9
DL	SLC	TUS	*	0	CRJ
DL	SLC	TWF	*	0	EM2
DL	SLC	YVR	*	0	CR9 CR7
DL	SLC	YYC	*	0	CR7 CR9
DL	SMF	ATL		0	757 73H 738 320
DL	SMF	GDL	*	0	737
DL	SMF	LAX	*	0	CR7
DL	SMF	MSP		0	320
DL	SMF	OGG	*	0	73H
DL	SMF	PDX	*	0	DH4
DL	SMF	SEA	*	0	73H
DL	SMF	SLC		0	738 320
DL	SMF	SLC	*	0	CR7 CRJ
DL	SNA	ATL		0	757
DL	SNA	MSP		0	319
DL	SNA	PDX	*	0	73G
DL	SNA	SLC		0	319
DL	SNA	SLC	*	0	CR9
DL	SPN	NRT		0	752
DL	SRQ	ATL		0	757 M90 M88
DL	STI	JFK		0	73H
DL	STL	ATL		0	757 M88 M90 319
DL	STL	CVG		0	CR7
DL	STL	CVG	*	0	CRJ CR9
DL	STL	DTW		0	M88 M90
DL	STL	DTW	*	0	CR7 E75
DL	STL	JFK		0	CR7
DL	STL	JFK	*	0	CR9
DL	STL	LGA		0	CR7
DL	STL	LGA	*	0	CR7
DL	STL	MEM	*	0	CRJ
DL	STL	MSP		0	319 320
DL	STL	MSP	*	0	E75 CR9 CRJ
DL	STL	SLC		0	319
DL	STL	SLC	*	0	CR9 CR7
DL	STR	ATL		0	767
DL	STS	PDX	*	0	DH4
DL	STT	ATL		0	757
DL	SUN	SLC	*	0	EM2
DL	SVO	IAD	*	0	763
DL	SVO	JFK		0	764 333
DL	SVO	LAX	*	0	332
DL	SWF	DTW	*	0	CRJ
DL	SXM	ATL		0	757
DL	SYD	LAX		0	77L
DL	SYD	LAX	*	0	77W
DL	SYR	ATL		0	M88
DL	SYR	ATL	*	0	CR9
DL	SYR	DTW	*	0	CRJ
DL	SYR	JFK	*	0	CRJ
DL	SYR	LGA		0	CR7
DL	SYR	LGA	*	0	CR7 ERJ CRJ
DL	SYR	MSP	*	0	CR9
DL	TGU	ATL		0	73W
DL	THE	BSB	*	0	738
DL	TLH	ATL		0	M88 319
DL	TLH	ATL	*	0	CRJ CR9
DL	TLH	FLL	*	0	CRJ
DL	TLV	JFK		0	744
DL	TPA	ATL		0	M90 757 753 763
DL	TPA	CVG		0	320
DL	TPA	DTW		0	M90 M88 320 738 319
DL	TPA	JFK		0	320 M88
DL	TPA	LAX		0	320
DL	TPA	LGA		0	319 M88 320
DL	TPA	MEM		0	M88
DL	TPA	MSP		0	320 M90
DL	TPE	LAX	*	0	744
DL	TPE	NRT		0	744
DL	TPE	SFO	*	0	744
DL	TRI	ATL		0	D95
DL	TRI	ATL	*	0	CRJ
DL	TUL	ATL		0	M88
DL	TUL	ATL	*	0	CR7 CR9 E75
DL	TUL	DTW	*	0	CR7 CR9
DL	TUL	MEM	*	0	CRJ
DL	TUL	MSP	*	0	CRJ
DL	TUL	SLC	*	0	CR7 CR9
DL	TUS	ATL		0	757 73H 738
DL	TUS	MSP		0	320
DL	TUS	SLC	*	0	CRJ
DL	TVC	DTW	*	0	CRJ
DL	TVC	MSP	*	0	CRJ
DL	TWF	SLC	*	0	EM2
DL	TYS	ATL		0	M90 D95
DL	TYS	ATL	*	0	CR9 CRJ
DL	TYS	DTW	*	0	CRJ
DL	TYS	LGA	*	0	CRJ
DL	TYS	MEM	*	0	CRJ
DL	UIO	ATL		0	73W
DL	UVF	ATL		0	738
DL	VCE	JFK		0	767
DL	VLD	ATL	*	0	CRJ
DL	VPS	ATL		0	M88
DL	VPS	ATL	*	0	CR7 CRJ CR9
DL	VSA	MEX	*	0	737
DL	XNA	ATL	*	0	CRJ CR7
DL	XNA	CVG	*	0	CRJ
DL	XNA	DTW	*	0	CR7
DL	XNA	MEM	*	0	CRJ
DL	XNA	MSP	*	0	CRJ
DL	YEG	LAX	*	0	73W
DL	YEG	MSP	*	0	E75
DL	YHZ	LGA		0	ERJ
DL	YHZ	LGA	*	0	ERJ
DL	YHZ	YYZ	*	0	73W
DL	YOW	DTW	*	0	CRJ
DL	YOW	LGA		0	ERJ
DL	YOW	LGA	*	0	CRJ
DL	YQB	DTW	*	0	CRJ
DL	YQR	MSP	*	0	CRJ
DL	YUL	AMS	*	0	M11
DL	YUL	ATL	*	0	CR9 CR7
DL	YUL	CDG	*	0	77W 388
DL	YUL	DTW	*	0	CRJ ERJ
DL	YUL	JFK	*	0	CRJ
DL	YUL	LGA		0	ERJ
DL	YUL	LGA	*	0	CRJ ERJ
DL	YUL	MSP	*	0	CR9 CR7
DL	YVR	AMS	*	0	777
DL	YVR	HNL	*	0	73H
DL	YVR	LAS	*	0	73H 73W
DL	YVR	LAX		0	73G 739 73H 734
DL	YVR	LAX	*	0	73G 734 73H
DL	YVR	MSP	*	0	E75
DL	YVR	ORD	*	0	73W
DL	YVR	PDX	*	0	DH4
DL	YVR	SEA	*	0	DH4
DL	YVR	SLC	*	0	CR9 CR7
DL	YWG	MSP	*	0	CRJ E70 E75
DL	YXE	MSP	*	0	E70
DL	YYC	AMS	*	0	332
DL	YYC	LAS	*	0	73H 73W
DL	YYC	LAX	*	0	73W
DL	YYC	MSP		0	319
DL	YYC	MSP	*	0	E75
DL	YYC	ORD	*	0	73W 736
DL	YYC	SLC	*	0	CR7 CR9
DL	YYT	YHZ	*	0	73W
DL	YYZ	AMS	*	0	332 74M
DL	YYZ	ATL		0	319
DL	YYZ	ATL	*	0	CR9 CR7
DL	YYZ	BOS	*	0	CRJ
DL	YYZ	CDG	*	0	772
DL	YYZ	CVG	*	0	CRJ
DL	YYZ	DTW	*	0	CRJ CR9
DL	YYZ	FCO	*	0	332 764
DL	YYZ	FLL	*	0	73W 73H
DL	YYZ	JFK	*	0	CRJ
DL	YYZ	LAS	*	0	73H
DL	YYZ	LGA	*	0	736 73W
DL	YYZ	MCO	*	0	73H
DL	YYZ	MIA	*	0	73W
DL	YYZ	MSP	*	0	CR7 CRJ
DL	ZRH	ATL		0	767
DN	ABJ	BKO		0	320
DN	ABJ	COO		0	320
DN	ABJ	DKR		0	320
DN	BJL	DKR		0	AT7
DN	BKO	ABJ		0	320
DN	BKO	COO		0	320
DN	BKO	DKR		0	320
DN	BKO	OUA		0	320
DN	CKY	DKR		0	320 AT7
DN	COO	ABJ		0	320
DN	COO	BKO		0	320
DN	COO	DLA		0	320
DN	COO	LBV		0	320
DN	DKR	ABJ		0	320
DN	DKR	BJL		0	AT7
DN	DKR	BKO		0	320
DN	DKR	CKY		0	320 AT7
DN	DKR	NKC		0	AT7
DN	DKR	OXB		0	AT7
DN	DKR	RAI		0	AT7
DN	DKR	ZIG		0	AT7
DN	DLA	COO		0	320
DN	LBV	COO		0	320
DN	NIM	OUA		0	320
DN	NKC	DKR		0	AT7
DN	OUA	BKO		0	320
DN	OUA	NIM		0	320
DN	OXB	DKR		0	AT7
DN	RAI	DKR		0	AT7
DN	ZIG	DKR		0	AT7
DT	BGF	BZV		0	73G
DT	BGF	DLA		0	73G
DT	BZV	BGF		0	73G
DT	BZV	LAD		0	73G
DT	CAB	LAD		0	732 73G
DT	CBT	LAD		0	732 73G
DT	CBT	SDD		0	732
DT	CBT	VPE		0	73G 732
DT	CPT	LAD		0	73G
DT	DLA	BGF		0	73G
DT	DXB	LAD		0	772
DT	GIG	LAD		0	77W
DT	GRU	LAD		0	77W
DT	HAV	LAD		0	772
DT	HRE	LUN		0	73G
DT	JNB	LAD		0	772
DT	LAD	BZV		0	73G
DT	LAD	CAB		0	732 73G
DT	LAD	CBT		0	73G 732
DT	LAD	CPT		0	73G
DT	LAD	GIG		0	77W
DT	LAD	GRU		0	77W
DT	LAD	HAV		0	772
DT	LAD	HRE		0	73G
DT	LAD	JNB		0	772
DT	LAD	LIS		0	772 77W
DT	LAD	LUO		0	73G
DT	LAD	MEG		0	732
DT	LAD	MSZ		0	73G 732
DT	LAD	NOV		0	732 73G
DT	LAD	OPO		0	772
DT	LAD	PEK		0	772
DT	LAD	SDD		0	732 73G
DT	LAD	SVP		0	73G 732
DT	LAD	TMS		0	732 73G
DT	LAD	VHC		0	73G
DT	LAD	VPE		0	73G 732
DT	LAD	WDH		0	73G 732
DT	LIS	LAD		0	772 77W
DT	LUN	LAD		0	73G
DT	LUO	LAD		0	73G
DT	MEG	LAD		0	73G
DT	MEG	VHC		0	732
DT	MSZ	LAD		0	73G 732
DT	NOV	LAD		0	732 73G
DT	NOV	VPE		0	73G
DT	OPO	LAD		0	772
DT	OPO	LIS		0	772
DT	PEK	LAD		0	772
DT	RAI	TMS		0	73G
DT	SDD	CBT		0	732
DT	SDD	LAD		0	73G 732
DT	SDD	VPE		0	73G
DT	SDD	WDH		0	73G
DT	SPP	LAD		0	732
DT	SVP	LAD		0	732
DT	SVP	VPE		0	73G
DT	TMS	LAD		0	73G 732
DT	TMS	RAI		0	73G
DT	VHC	LAD		0	732 73G
DT	VHC	MEG		0	73G
DT	VPE	CBT		0	73G
DT	VPE	LAD		0	73G 732
DT	VPE	NOV		0	73G
DT	VPE	SDD		0	73G
DT	VPE	SVP		0	732
DT	WDH	LAD		0	73G 732
DT	WDH	SDD		0	73G
DV	AKX	ALA		0	CRJ
DV	AKX	DME		0	737
DV	AKX	GUW		0	CRJ
DV	AKX	SCO		0	CRJ 735 AN4
DV	AKX	TSE		0	CRJ
DV	ALA	AKX		0	CRJ
DV	ALA	CIT		0	CRJ YK2 735
DV	ALA	DZN		0	AN4
DV	ALA	GUW		0	735 CRJ
DV	ALA	KGF		0	CRJ
DV	ALA	KSN		0	CRJ YK2
DV	ALA	PLX		0	CRJ
DV	ALA	PWQ		0	CRJ
DV	ALA	SCO		0	CRJ 735
DV	ALA	TAS		0	CRJ
DV	ALA	TSE		0	735 757 CRJ
DV	ALA	UKK		0	CRJ
DV	ASF	SCO		0	AN4
DV	CIT	ALA		0	CRJ YK2 735
DV	CIT	DME		0	735
DV	CIT	GUW		0	AN4
DV	CIT	TSE		0	735
DV	CIT	UKK		0	AN4
DV	DME	AKX		0	737
DV	DME	CIT		0	735
DV	DME	SCO		0	737
DV	DZN	ALA		0	AN4
DV	GUW	AKX		0	CRJ
DV	GUW	ALA		0	735 CRJ
DV	GUW	CIT		0	AN4
DV	GUW	SCO		0	735 AN4 CRJ
DV	GUW	TSE		0	CRJ
DV	GYD	SCO		0	CRJ
DV	KGF	ALA		0	CRJ
DV	KRR	SCO		0	AN4
DV	KSN	ALA		0	CRJ
DV	KZO	SCO		0	AN4
DV	MCX	SCO		0	AN4
DV	OMS	TSE		0	AN4
DV	PLX	ALA		0	CRJ
DV	PWQ	ALA		0	CRJ
DV	ROV	SCO		0	AN4
DV	SCO	AKX		0	CRJ 735 AN4
DV	SCO	ALA		0	CRJ 735
DV	SCO	ASF		0	AN4
DV	SCO	CIT		0	757 735
DV	SCO	DME		0	737
DV	SCO	GUW		0	735 AN4
DV	SCO	GYD		0	CRJ
DV	SCO	KRR		0	AN4
DV	SCO	KZO		0	AN4
DV	SCO	MCX		0	AN4
DV	SCO	ROV		0	AN4
DV	SCO	TSE		0	735
DV	TAS	ALA		0	CRJ
DV	TSE	AKX		0	CRJ
DV	TSE	ALA		0	735 CRJ 757
DV	TSE	CIT		0	737 735
DV	TSE	GUW		0	CRJ
DV	TSE	SCO		0	735
DV	TSE	UKK		0	CRJ
DV	TSE	URA		0	CRJ
DV	UKK	ALA		0	CRJ
DV	UKK	CIT		0	AN4
DV	UKK	OVB		0	AN4
DV	UKK	TSE		0	CRJ
DV	URA	TSE		0	CRJ
DY	AAL	AGP		0	73H
DY	AAL	CPH		0	73H 733
DY	AAL	LGW		0	73H
DY	AAL	PMI		0	73H
DY	AAL	SXF		0	73H
DY	ACE	OSL		0	73H
DY	AES	ALC		0	73H
DY	AES	BGO		0	73H
DY	AES	LGW		0	733 73H
DY	AES	OSL		0	733 73H
DY	AES	TRD		0	73H
DY	AGP	AAL		0	73H
DY	AGP	ARN		0	73H
DY	AGP	BGO		0	73H
DY	AGP	CPH		0	73H
DY	AGP	GOT		0	73H
DY	AGP	HEL		0	73H
DY	AGP	OSL		0	73H
DY	AGP	SVG		0	73H
DY	AGP	TRD		0	73H
DY	AGP	TRF		0	73H
DY	ALC	AES		0	73H
DY	ALC	ARN		0	73H
DY	ALC	BGO		0	73H
DY	ALC	CPH		0	73H
DY	ALC	HEL		0	73H
DY	ALC	OSL		0	73H
DY	ALC	SVG		0	73H
DY	ALC	TRD		0	73H
DY	ALC	TRF		0	73H
DY	ALF	OSL		0	733
DY	ALF	TOS		0	733
DY	AMS	ARN		0	73H
DY	AMS	CPH		0	73H
DY	AMS	OSL		0	733 73H
DY	ARN	AGP		0	73H
DY	ARN	ALC		0	73H
DY	ARN	AMS		0	73H
DY	ARN	BCN		0	73H
DY	ARN	BEG		0	73H
DY	ARN	BGO		0	73H
DY	ARN	BUD		0	73H
DY	ARN	CHQ		0	73H
DY	ARN	CPH		0	73H
DY	ARN	DBV		0	73H
DY	ARN	DXB		0	73H
DY	ARN	EDI		0	73H
DY	ARN	FAO		0	73H
DY	ARN	FCO		0	73H
DY	ARN	GOT		0	73H
DY	ARN	HEL		0	73H
DY	ARN	KRK		0	73H
DY	ARN	LCA		0	73H
DY	ARN	LGW		0	73H
DY	ARN	LLA		0	73H
DY	ARN	LPA		0	73H
DY	ARN	MMX		0	73H
DY	ARN	MUC		0	73H
DY	ARN	NCE		0	73H
DY	ARN	OSL		0	73H
DY	ARN	PMI		0	73H
DY	ARN	PMO		0	73H
DY	ARN	PRG		0	73H
DY	ARN	RIX		0	73H
DY	ARN	SJJ		0	73H
DY	ARN	SPU		0	73H
DY	ARN	SXF		0	73H
DY	ARN	TFS		0	73H
DY	ARN	UME		0	73H
DY	ARN	VAA		0	73H
DY	ARN	VCE		0	73H
DY	AYT	BGO		0	73H
DY	AYT	OSL		0	733 73H
DY	AYT	TRD		0	73H
DY	AYT	TRF		0	73H
DY	BCN	ARN		0	73H
DY	BCN	BGO		0	73H
DY	BCN	CPH		0	73H
DY	BCN	GOT		0	73H
DY	BCN	HEL		0	73H
DY	BCN	OSL		0	73H
DY	BDU	OSL		0	733 73H
DY	BEG	ARN		0	73H
DY	BEG	CPH		0	73H
DY	BEG	OSL		0	733 73H
DY	BGO	AES		0	73H
DY	BGO	AGP		0	73H
DY	BGO	ALC		0	73H
DY	BGO	ARN		0	73H
DY	BGO	AYT		0	73H
DY	BGO	BCN		0	73H
DY	BGO	CHQ		0	73H
DY	BGO	CPH		0	73H 733
DY	BGO	EDI		0	73H
DY	BGO	FCO		0	73H
DY	BGO	KRK		0	73H
DY	BGO	KRS		0	73H
DY	BGO	LGW		0	73H
DY	BGO	NCE		0	73H
DY	BGO	ORY		0	73H
DY	BGO	OSL		0	73H 733
DY	BGO	SVG		0	73H
DY	BGO	SXF		0	73H
DY	BGO	TRD		0	73H
DY	BGO	TRF		0	73H
DY	BGO	WAW		0	73H 733
DY	BLL	OSL		0	73H 733
DY	BOJ	CPH		0	73H
DY	BOJ	OSL		0	73H
DY	BOO	OSL		0	733 73H
DY	BOO	TOS		0	73H 733
DY	BOO	TRD		0	73H
DY	BTS	CPH		0	73H
DY	BTS	OSL		0	73H 733
DY	BUD	ARN		0	73H
DY	BUD	CPH		0	733 73H
DY	BUD	OSL		0	733 73H
DY	CHQ	ARN		0	73H
DY	CHQ	BGO		0	73H
